Country,StringencyIndex,date,I
Tunisia,,2020-03-28,218.0
Tunisia,,2020-03-29,268.0
Tunisia,,2020-03-30,302.0
Tunisia,,2020-03-31,350.0
Tunisia,,2020-04-01,381.0
Tunisia,,2020-04-02,406.0
Tunisia,,2020-04-03,436.0
Tunisia,,2020-04-04,472.0
Tunisia,,2020-04-05,530.0
Tunisia,,2020-04-06,547.0
Tunisia,,2020-04-07,569.0
Tunisia,,2020-04-08,575.0
Tunisia,,2020-04-09,579.0
Senegal,,2020-03-02,1.0
Senegal,,2020-03-03,2.0
Senegal,,2020-03-04,4.0
Senegal,,2020-03-05,4.0
Senegal,,2020-03-06,4.0
Senegal,,2020-03-07,3.0
Senegal,,2020-03-08,3.0
Senegal,,2020-03-09,3.0
Senegal,,2020-03-10,3.0
Senegal,,2020-03-11,3.0
Senegal,,2020-03-12,9.0
Senegal,,2020-03-13,8.0
Senegal,,2020-03-14,19.0
Senegal,,2020-03-15,22.0
Senegal,,2020-03-16,22.0
Senegal,,2020-03-17,25.0
Senegal,,2020-03-18,25.0
Senegal,,2020-03-19,34.0
Senegal,,2020-03-20,34.0
Senegal,,2020-03-21,42.0
Senegal,,2020-03-22,51.0
Senegal,,2020-03-23,62.0
Senegal,,2020-03-24,71.0
Senegal,,2020-03-25,78.0
Senegal,,2020-03-26,90.0
Senegal,,2020-03-27,96.0
Senegal,,2020-03-28,108.0
Senegal,,2020-03-29,112.0
Senegal,,2020-03-30,115.0
Senegal,,2020-03-31,135.0
Senegal,,2020-04-01,135.0
Senegal,,2020-04-02,144.0
Senegal,,2020-04-03,139.0
Senegal,,2020-04-04,140.0
Senegal,,2020-04-05,145.0
Senegal,,2020-04-06,138.0
Senegal,,2020-04-07,132.0
Senegal,,2020-04-08,130.0
Senegal,,2020-04-09,129.0
Saudi arabia,,2020-03-02,1.0
Saudi arabia,,2020-03-03,1.0
Saudi arabia,,2020-03-04,2.0
Saudi arabia,,2020-03-05,4.0
Saudi arabia,,2020-03-06,4.0
Saudi arabia,,2020-03-07,6.0
Saudi arabia,,2020-03-08,10.0
Saudi arabia,,2020-03-09,19.0
Saudi arabia,,2020-03-10,19.0
Saudi arabia,,2020-03-11,44.0
Saudi arabia,,2020-03-12,44.0
Saudi arabia,,2020-03-13,85.0
Saudi arabia,,2020-03-14,102.0
Saudi arabia,,2020-03-15,116.0
Saudi arabia,,2020-03-16,127.0
Saudi arabia,,2020-03-17,165.0
Saudi arabia,,2020-03-18,165.0
Saudi arabia,,2020-03-19,232.0
Saudi arabia,,2020-03-20,266.0
Saudi arabia,,2020-03-21,336.0
Saudi arabia,,2020-03-22,376.0
Saudi arabia,,2020-03-23,494.0
Saudi arabia,,2020-03-24,543.0
Saudi arabia,,2020-03-25,738.0
Saudi arabia,,2020-03-26,869.0
Saudi arabia,,2020-03-27,976.0
Saudi arabia,,2020-03-28,1066.0
Saudi arabia,,2020-03-29,1162.0
Saudi arabia,,2020-03-30,1225.0
Saudi arabia,,2020-03-31,1330.0
Saudi arabia,,2020-04-01,1388.0
Saudi arabia,,2020-04-02,1440.0
Saudi arabia,,2020-04-03,1536.0
Saudi arabia,,2020-04-04,1663.0
Saudi arabia,,2020-04-05,1730.0
Saudi arabia,,2020-04-06,1880.0
Saudi arabia,,2020-04-07,2016.0
Saudi arabia,,2020-04-08,2139.0
Saudi arabia,,2020-04-09,2260.0
Morocco,,2020-03-02,1.0
Morocco,,2020-03-03,1.0
Morocco,,2020-03-04,1.0
Morocco,,2020-03-05,2.0
Morocco,,2020-03-06,2.0
Morocco,,2020-03-07,2.0
Morocco,,2020-03-08,2.0
Morocco,,2020-03-09,2.0
Morocco,,2020-03-10,2.0
Morocco,,2020-03-11,5.0
Morocco,,2020-03-12,5.0
Morocco,,2020-03-13,5.0
Morocco,,2020-03-14,16.0
Morocco,,2020-03-15,26.0
Morocco,,2020-03-16,36.0
Morocco,,2020-03-17,41.0
Morocco,,2020-03-18,41.0
Morocco,,2020-03-19,51.0
Morocco,,2020-03-20,59.0
Morocco,,2020-03-21,81.0
Morocco,,2020-03-22,90.0
Morocco,,2020-03-23,108.0
Morocco,,2020-03-24,134.0
Morocco,,2020-03-25,159.0
Morocco,,2020-03-26,212.0
Morocco,,2020-03-27,256.0
Morocco,,2020-03-28,311.0
Morocco,,2020-03-29,365.0
Morocco,,2020-03-30,440.0
Morocco,,2020-03-31,508.0
Morocco,,2020-04-01,557.0
Morocco,,2020-04-02,586.0
Morocco,,2020-04-03,633.0
Morocco,,2020-04-04,686.0
Morocco,,2020-04-05,794.0
Morocco,,2020-04-06,875.0
Morocco,,2020-04-07,959.0
Morocco,,2020-04-08,1001.0
Morocco,,2020-04-09,1085.0
Latvia,,2020-03-02,1.0
Latvia,,2020-03-03,1.0
Latvia,,2020-03-04,1.0
Latvia,,2020-03-05,0.0
Latvia,,2020-03-06,0.0
Latvia,,2020-03-07,0.0
Latvia,,2020-03-08,2.0
Latvia,,2020-03-09,5.0
Latvia,,2020-03-10,7.0
Latvia,,2020-03-11,9.0
Latvia,,2020-03-12,15.0
Latvia,,2020-03-13,16.0
Latvia,,2020-03-14,25.0
Latvia,,2020-03-15,29.0
Latvia,,2020-03-16,33.0
Latvia,,2020-03-17,59.0
Latvia,,2020-03-18,59.0
Latvia,,2020-03-19,70.0
Latvia,,2020-03-20,85.0
Latvia,,2020-03-21,110.0
Latvia,,2020-03-22,123.0
Latvia,,2020-03-23,138.0
Latvia,,2020-03-24,179.0
Latvia,,2020-03-25,196.0
Latvia,,2020-03-26,220.0
Latvia,,2020-03-27,243.0
Latvia,,2020-03-28,279.0
Latvia,,2020-03-29,304.0
Latvia,,2020-03-30,346.0
Latvia,,2020-03-31,375.0
Latvia,,2020-04-01,397.0
Latvia,,2020-04-02,445.0
Latvia,,2020-04-03,427.0
Latvia,,2020-04-04,491.0
Latvia,,2020-04-05,507.0
Latvia,,2020-04-06,531.0
Latvia,,2020-04-07,525.0
Latvia,,2020-04-08,530.0
Latvia,,2020-04-09,559.0
Ukraine,52.0,2020-03-03,1.0
Ukraine,52.0,2020-03-04,1.0
Ukraine,52.0,2020-03-05,1.0
Ukraine,52.0,2020-03-06,1.0
Ukraine,52.0,2020-03-07,1.0
Ukraine,52.0,2020-03-08,1.0
Ukraine,52.0,2020-03-09,1.0
Ukraine,52.0,2020-03-10,1.0
Ukraine,81.0,2020-03-11,1.0
Ukraine,95.0,2020-03-12,3.0
Ukraine,95.0,2020-03-13,2.0
Ukraine,95.0,2020-03-14,2.0
Ukraine,95.0,2020-03-15,2.0
Ukraine,95.0,2020-03-16,6.0
Ukraine,95.0,2020-03-17,12.0
Ukraine,95.0,2020-03-18,12.0
Ukraine,95.0,2020-03-19,14.0
Ukraine,95.0,2020-03-20,23.0
Ukraine,95.0,2020-03-21,37.0
Ukraine,95.0,2020-03-22,43.0
Ukraine,95.0,2020-03-23,69.0
Ukraine,95.0,2020-03-24,69.0
Ukraine,95.0,2020-03-25,98.0
Ukraine,95.0,2020-03-26,139.0
Ukraine,95.0,2020-03-27,190.0
Ukraine,95.0,2020-03-28,300.0
Ukraine,95.0,2020-03-29,342.0
Ukraine,95.0,2020-03-30,459.0
Ukraine,95.0,2020-03-31,527.0
Ukraine,,2020-04-01,618.0
Ukraine,,2020-04-02,761.0
Ukraine,,2020-04-03,856.0
Ukraine,,2020-04-04,1023.0
Ukraine,,2020-04-05,1168.0
Ukraine,,2020-04-06,1243.0
Ukraine,,2020-04-07,1253.0
Ukraine,,2020-04-08,1389.0
Ukraine,,2020-04-09,1581.0
Argentina,0.0,2020-03-03,1.0
Argentina,0.0,2020-03-04,1.0
Argentina,14.0,2020-03-05,2.0
Argentina,14.0,2020-03-06,8.0
Argentina,14.0,2020-03-07,8.0
Argentina,14.0,2020-03-08,11.0
Argentina,14.0,2020-03-09,16.0
Argentina,14.0,2020-03-10,18.0
Argentina,24.0,2020-03-11,18.0
Argentina,24.0,2020-03-12,29.0
Argentina,38.0,2020-03-13,29.0
Argentina,38.0,2020-03-14,43.0
Argentina,38.0,2020-03-15,44.0
Argentina,67.0,2020-03-16,51.0
Argentina,67.0,2020-03-17,74.0
Argentina,67.0,2020-03-18,74.0
Argentina,67.0,2020-03-19,92.0
Argentina,95.0,2020-03-20,122.0
Argentina,95.0,2020-03-21,152.0
Argentina,95.0,2020-03-22,151.0
Argentina,95.0,2020-03-23,235.0
Argentina,81.0,2020-03-24,246.0
Argentina,95.0,2020-03-25,329.0
Argentina,81.0,2020-03-26,442.0
Argentina,67.0,2020-03-27,505.0
Argentina,67.0,2020-03-28,504.0
Argentina,67.0,2020-03-29,654.0
Argentina,43.0,2020-03-30,709.0
Argentina,,2020-03-31,569.0
Argentina,,2020-04-01,787.0
Argentina,,2020-04-02,853.0
Argentina,,2020-04-03,973.0
Argentina,,2020-04-04,1045.0
Argentina,,2020-04-05,1129.0
Argentina,,2020-04-06,1228.0
Argentina,,2020-04-07,1250.0
Argentina,,2020-04-08,1317.0
Argentina,,2020-04-09,1372.0
Chile,0.0,2020-03-03,1.0
Chile,0.0,2020-03-04,3.0
Chile,0.0,2020-03-05,4.0
Chile,0.0,2020-03-06,5.0
Chile,0.0,2020-03-07,5.0
Chile,0.0,2020-03-08,10.0
Chile,0.0,2020-03-09,13.0
Chile,0.0,2020-03-10,17.0
Chile,0.0,2020-03-11,23.0
Chile,0.0,2020-03-12,33.0
Chile,0.0,2020-03-13,43.0
Chile,14.0,2020-03-14,61.0
Chile,14.0,2020-03-15,75.0
Chile,43.0,2020-03-16,156.0
Chile,43.0,2020-03-17,201.0
Chile,57.0,2020-03-18,201.0
Chile,57.0,2020-03-19,238.0
Chile,,2020-03-20,342.0
Chile,,2020-03-21,428.0
Chile,,2020-03-22,528.0
Chile,,2020-03-23,623.0
Chile,,2020-03-24,733.0
Chile,,2020-03-25,903.0
Chile,,2020-03-26,1117.0
Chile,,2020-03-27,1280.0
Chile,,2020-03-28,1562.0
Chile,,2020-03-29,1842.0
Chile,,2020-03-30,2057.0
Chile,,2020-03-31,2285.0
Chile,,2020-04-01,2570.0
Chile,,2020-04-02,2781.0
Chile,,2020-04-03,3051.0
Chile,,2020-04-04,3288.0
Chile,,2020-04-05,3606.0
Chile,,2020-04-06,3819.0
Chile,,2020-04-07,4050.0
Chile,,2020-04-08,4175.0
Chile,,2020-04-09,4383.0
Liechtenstein,,2020-03-03,1.0
Liechtenstein,,2020-03-04,1.0
Liechtenstein,,2020-03-05,1.0
Liechtenstein,,2020-03-06,1.0
Liechtenstein,,2020-03-07,1.0
Liechtenstein,,2020-03-08,1.0
Liechtenstein,,2020-03-09,1.0
Liechtenstein,,2020-03-10,1.0
Liechtenstein,,2020-03-11,1.0
Liechtenstein,,2020-03-12,4.0
Liechtenstein,,2020-03-13,4.0
Liechtenstein,,2020-03-14,4.0
Liechtenstein,,2020-03-15,7.0
Liechtenstein,,2020-03-16,7.0
Liechtenstein,,2020-03-17,19.0
Liechtenstein,,2020-03-18,19.0
Liechtenstein,,2020-03-19,28.0
Liechtenstein,,2020-03-20,28.0
Liechtenstein,,2020-03-21,28.0
Liechtenstein,,2020-03-22,37.0
Liechtenstein,,2020-03-23,37.0
Liechtenstein,,2020-03-24,51.0
Liechtenstein,,2020-03-25,51.0
Liechtenstein,,2020-03-26,51.0
Liechtenstein,,2020-03-27,56.0
Liechtenstein,,2020-03-28,56.0
Liechtenstein,,2020-03-29,56.0
Liechtenstein,,2020-03-30,56.0
Liechtenstein,,2020-03-31,62.0
Liechtenstein,,2020-04-01,68.0
Liechtenstein,,2020-04-02,72.0
Liechtenstein,,2020-04-03,75.0
Liechtenstein,,2020-04-04,75.0
Liechtenstein,,2020-04-05,76.0
Liechtenstein,,2020-04-06,76.0
Liechtenstein,,2020-04-07,21.0
Liechtenstein,,2020-04-08,22.0
Liechtenstein,,2020-04-09,22.0
Poland,14.0,2020-03-04,1.0
Poland,14.0,2020-03-05,1.0
Poland,14.0,2020-03-06,5.0
Poland,14.0,2020-03-07,6.0
Poland,14.0,2020-03-08,11.0
Poland,19.0,2020-03-09,17.0
Poland,33.0,2020-03-10,22.0
Poland,33.0,2020-03-11,31.0
Poland,57.0,2020-03-12,50.0
Poland,57.0,2020-03-13,66.0
Poland,57.0,2020-03-14,87.0
Poland,67.0,2020-03-15,109.0
Poland,67.0,2020-03-16,173.0
Poland,67.0,2020-03-17,232.0
Poland,67.0,2020-03-18,232.0
Poland,67.0,2020-03-19,269.0
Poland,67.0,2020-03-20,337.0
Poland,67.0,2020-03-21,407.0
Poland,67.0,2020-03-22,518.0
Poland,67.0,2020-03-23,614.0
Poland,,2020-03-24,728.0
Poland,,2020-03-25,890.0
Poland,,2020-03-26,1030.0
Poland,,2020-03-27,1198.0
Poland,,2020-03-28,1366.0
Poland,,2020-03-29,1613.0
Poland,,2020-03-30,1833.0
Poland,,2020-03-31,2017.0
Poland,,2020-04-01,2271.0
Poland,,2020-04-02,2455.0
Poland,,2020-04-03,2833.0
Poland,,2020-04-04,3256.0
Poland,,2020-04-05,3432.0
Poland,,2020-04-06,3874.0
Poland,,2020-04-07,4144.0
Poland,,2020-04-08,4528.0
Poland,,2020-04-09,4824.0
Slovenia,14.0,2020-03-04,1.0
Slovenia,0.0,2020-03-05,6.0
Slovenia,0.0,2020-03-06,8.0
Slovenia,24.0,2020-03-07,12.0
Slovenia,10.0,2020-03-08,16.0
Slovenia,24.0,2020-03-09,24.0
Slovenia,29.0,2020-03-10,34.0
Slovenia,,2020-03-11,57.0
Slovenia,38.0,2020-03-12,96.0
Slovenia,,2020-03-13,141.0
Slovenia,,2020-03-14,180.0
Slovenia,,2020-03-15,218.0
Slovenia,,2020-03-16,252.0
Slovenia,,2020-03-17,274.0
Slovenia,,2020-03-18,274.0
Slovenia,,2020-03-19,285.0
Slovenia,,2020-03-20,318.0
Slovenia,,2020-03-21,340.0
Slovenia,,2020-03-22,382.0
Slovenia,,2020-03-23,412.0
Slovenia,,2020-03-24,439.0
Slovenia,,2020-03-25,473.0
Slovenia,,2020-03-26,513.0
Slovenia,,2020-03-27,546.0
Slovenia,,2020-03-28,613.0
Slovenia,,2020-03-29,665.0
Slovenia,,2020-03-30,709.0
Slovenia,,2020-03-31,735.0
Slovenia,,2020-04-01,777.0
Slovenia,,2020-04-02,816.0
Slovenia,,2020-04-03,810.0
Slovenia,,2020-04-04,844.0
Slovenia,,2020-04-05,876.0
Slovenia,,2020-04-06,890.0
Slovenia,,2020-04-07,889.0
Slovenia,,2020-04-08,921.0
Slovenia,,2020-04-09,931.0
Hungary,14.0,2020-03-04,2.0
Hungary,14.0,2020-03-05,4.0
Hungary,14.0,2020-03-06,4.0
Hungary,14.0,2020-03-07,5.0
Hungary,14.0,2020-03-08,7.0
Hungary,29.0,2020-03-09,9.0
Hungary,29.0,2020-03-10,12.0
Hungary,62.0,2020-03-11,13.0
Hungary,62.0,2020-03-12,16.0
Hungary,62.0,2020-03-13,19.0
Hungary,62.0,2020-03-14,29.0
Hungary,62.0,2020-03-15,30.0
Hungary,90.0,2020-03-16,36.0
Hungary,90.0,2020-03-17,47.0
Hungary,90.0,2020-03-18,47.0
Hungary,90.0,2020-03-19,55.0
Hungary,90.0,2020-03-20,70.0
Hungary,90.0,2020-03-21,74.0
Hungary,90.0,2020-03-22,92.0
Hungary,57.0,2020-03-23,109.0
Hungary,57.0,2020-03-24,138.0
Hungary,57.0,2020-03-25,157.0
Hungary,57.0,2020-03-26,195.0
Hungary,,2020-03-27,223.0
Hungary,,2020-03-28,256.0
Hungary,,2020-03-29,298.0
Hungary,,2020-03-30,361.0
Hungary,,2020-03-31,398.0
Hungary,,2020-04-01,439.0
Hungary,,2020-04-02,465.0
Hungary,,2020-04-03,522.0
Hungary,,2020-04-04,554.0
Hungary,,2020-04-05,588.0
Hungary,,2020-04-06,633.0
Hungary,,2020-04-07,639.0
Hungary,,2020-04-08,699.0
Hungary,,2020-04-09,743.0
Costa rica,0.0,2020-03-05,1.0
Costa rica,0.0,2020-03-06,1.0
Costa rica,0.0,2020-03-07,1.0
Costa rica,0.0,2020-03-08,5.0
Costa rica,14.0,2020-03-09,9.0
Costa rica,29.0,2020-03-10,13.0
Costa rica,43.0,2020-03-11,13.0
Costa rica,43.0,2020-03-12,23.0
Costa rica,43.0,2020-03-13,23.0
Costa rica,43.0,2020-03-14,27.0
Costa rica,43.0,2020-03-15,35.0
Costa rica,52.0,2020-03-16,41.0
Costa rica,57.0,2020-03-17,50.0
Costa rica,71.0,2020-03-18,50.0
Costa rica,71.0,2020-03-19,68.0
Costa rica,57.0,2020-03-20,86.0
Costa rica,57.0,2020-03-21,109.0
Costa rica,57.0,2020-03-22,113.0
Costa rica,57.0,2020-03-23,130.0
Costa rica,71.0,2020-03-24,154.0
Costa rica,71.0,2020-03-25,173.0
Costa rica,71.0,2020-03-26,197.0
Costa rica,71.0,2020-03-27,227.0
Costa rica,71.0,2020-03-28,258.0
Costa rica,71.0,2020-03-29,290.0
Costa rica,,2020-03-30,309.0
Costa rica,,2020-03-31,324.0
Costa rica,,2020-04-01,341.0
Costa rica,,2020-04-02,369.0
Costa rica,,2020-04-03,388.0
Costa rica,,2020-04-04,403.0
Costa rica,,2020-04-05,420.0
Costa rica,,2020-04-06,436.0
Costa rica,,2020-04-07,447.0
Costa rica,,2020-04-08,457.0
Costa rica,,2020-04-09,470.0
Gibraltar,,2020-03-05,1.0
Gibraltar,,2020-03-06,1.0
Gibraltar,,2020-03-07,1.0
Gibraltar,,2020-03-08,0.0
Gibraltar,,2020-03-09,0.0
Gibraltar,,2020-03-10,0.0
Gibraltar,,2020-03-11,0.0
Gibraltar,,2020-03-12,0.0
Gibraltar,,2020-03-13,0.0
Gibraltar,,2020-03-14,0.0
Gibraltar,,2020-03-15,0.0
Gibraltar,,2020-03-16,2.0
Gibraltar,,2020-03-17,1.0
Gibraltar,,2020-03-18,1.0
Gibraltar,,2020-03-19,6.0
Gibraltar,,2020-03-20,8.0
Gibraltar,,2020-03-21,8.0
Gibraltar,,2020-03-22,8.0
Gibraltar,,2020-03-23,13.0
Gibraltar,,2020-03-24,10.0
Gibraltar,,2020-03-25,10.0
Gibraltar,,2020-03-26,21.0
Gibraltar,,2020-03-27,22.0
Gibraltar,,2020-03-28,41.0
Gibraltar,,2020-03-29,42.0
Gibraltar,,2020-03-30,51.0
Gibraltar,,2020-03-31,35.0
Gibraltar,,2020-04-01,35.0
Gibraltar,,2020-04-02,47.0
Gibraltar,,2020-04-03,42.0
Gibraltar,,2020-04-04,49.0
Gibraltar,,2020-04-05,46.0
Gibraltar,,2020-04-06,51.0
Gibraltar,,2020-04-07,57.0
Gibraltar,,2020-04-08,53.0
Gibraltar,,2020-04-09,60.0
South africa,5.0,2020-03-05,1.0
South africa,5.0,2020-03-06,1.0
South africa,12.0,2020-03-07,2.0
South africa,12.0,2020-03-08,3.0
South africa,12.0,2020-03-09,7.0
South africa,12.0,2020-03-10,7.0
South africa,12.0,2020-03-11,13.0
South africa,19.0,2020-03-12,17.0
South africa,19.0,2020-03-13,24.0
South africa,19.0,2020-03-14,38.0
South africa,62.0,2020-03-15,61.0
South africa,62.0,2020-03-16,64.0
South africa,62.0,2020-03-17,85.0
South africa,76.0,2020-03-18,85.0
South africa,76.0,2020-03-19,116.0
South africa,76.0,2020-03-20,150.0
South africa,76.0,2020-03-21,202.0
South africa,76.0,2020-03-22,238.0
South africa,86.0,2020-03-23,272.0
South africa,86.0,2020-03-24,398.0
South africa,33.0,2020-03-25,550.0
South africa,43.0,2020-03-26,697.0
South africa,,2020-03-27,915.0
South africa,,2020-03-28,1138.0
South africa,,2020-03-29,1155.0
South africa,,2020-03-30,1247.0
South africa,,2020-03-31,1292.0
South africa,,2020-04-01,1317.0
South africa,,2020-04-02,1325.0
South africa,,2020-04-03,1407.0
South africa,,2020-04-04,1401.0
South africa,,2020-04-05,1481.0
South africa,,2020-04-06,1549.0
South africa,,2020-04-07,1579.0
South africa,,2020-04-08,1641.0
South africa,,2020-04-09,1732.0
Bosnia and herzegovina,,2020-03-05,2.0
Bosnia and herzegovina,,2020-03-06,3.0
Bosnia and herzegovina,,2020-03-07,3.0
Bosnia and herzegovina,,2020-03-08,3.0
Bosnia and herzegovina,,2020-03-09,5.0
Bosnia and herzegovina,,2020-03-10,5.0
Bosnia and herzegovina,,2020-03-11,7.0
Bosnia and herzegovina,,2020-03-12,11.0
Bosnia and herzegovina,,2020-03-13,18.0
Bosnia and herzegovina,,2020-03-14,21.0
Bosnia and herzegovina,,2020-03-15,24.0
Bosnia and herzegovina,,2020-03-16,23.0
Bosnia and herzegovina,,2020-03-17,32.0
Bosnia and herzegovina,,2020-03-18,32.0
Bosnia and herzegovina,,2020-03-19,37.0
Bosnia and herzegovina,,2020-03-20,62.0
Bosnia and herzegovina,,2020-03-21,87.0
Bosnia and herzegovina,,2020-03-22,90.0
Bosnia and herzegovina,,2020-03-23,123.0
Bosnia and herzegovina,,2020-03-24,133.0
Bosnia and herzegovina,,2020-03-25,163.0
Bosnia and herzegovina,,2020-03-26,171.0
Bosnia and herzegovina,,2020-03-27,186.0
Bosnia and herzegovina,,2020-03-28,228.0
Bosnia and herzegovina,,2020-03-29,264.0
Bosnia and herzegovina,,2020-03-30,309.0
Bosnia and herzegovina,,2020-03-31,341.0
Bosnia and herzegovina,,2020-04-01,390.0
Bosnia and herzegovina,,2020-04-02,427.0
Bosnia and herzegovina,,2020-04-03,497.0
Bosnia and herzegovina,,2020-04-04,535.0
Bosnia and herzegovina,,2020-04-05,573.0
Bosnia and herzegovina,,2020-04-06,601.0
Bosnia and herzegovina,,2020-04-07,598.0
Bosnia and herzegovina,,2020-04-08,663.0
Bosnia and herzegovina,,2020-04-09,691.0
Bhutan,,2020-03-06,1.0
Bhutan,,2020-03-07,1.0
Bhutan,,2020-03-08,1.0
Bhutan,,2020-03-09,1.0
Bhutan,,2020-03-10,1.0
Bhutan,,2020-03-11,1.0
Bhutan,,2020-03-12,1.0
Bhutan,,2020-03-13,1.0
Bhutan,,2020-03-14,1.0
Bhutan,,2020-03-15,1.0
Bhutan,,2020-03-16,1.0
Bhutan,,2020-03-17,1.0
Bhutan,,2020-03-18,1.0
Bhutan,,2020-03-19,1.0
Bhutan,,2020-03-20,1.0
Bhutan,,2020-03-21,2.0
Bhutan,,2020-03-22,2.0
Bhutan,,2020-03-23,2.0
Bhutan,,2020-03-24,2.0
Bhutan,,2020-03-25,2.0
Bhutan,,2020-03-26,2.0
Bhutan,,2020-03-27,2.0
Bhutan,,2020-03-28,3.0
Bhutan,,2020-03-29,3.0
Bhutan,,2020-03-30,4.0
Bhutan,,2020-03-31,4.0
Bhutan,,2020-04-01,4.0
Bhutan,,2020-04-02,4.0
Bhutan,,2020-04-03,4.0
Bhutan,,2020-04-04,3.0
Bhutan,,2020-04-05,3.0
Bhutan,,2020-04-06,3.0
Bhutan,,2020-04-07,3.0
Bhutan,,2020-04-08,3.0
Bhutan,,2020-04-09,3.0
Colombia,24.0,2020-03-06,1.0
Colombia,24.0,2020-03-07,1.0
Colombia,24.0,2020-03-08,1.0
Colombia,24.0,2020-03-09,3.0
Colombia,24.0,2020-03-10,3.0
Colombia,24.0,2020-03-11,9.0
Colombia,24.0,2020-03-12,9.0
Colombia,24.0,2020-03-13,13.0
Colombia,24.0,2020-03-14,22.0
Colombia,24.0,2020-03-15,34.0
Colombia,38.0,2020-03-16,53.0
Colombia,52.0,2020-03-17,64.0
Colombia,52.0,2020-03-18,64.0
Colombia,52.0,2020-03-19,92.0
Colombia,52.0,2020-03-20,107.0
Colombia,52.0,2020-03-21,144.0
Colombia,52.0,2020-03-22,195.0
Colombia,67.0,2020-03-23,226.0
Colombia,67.0,2020-03-24,271.0
Colombia,95.0,2020-03-25,369.0
Colombia,95.0,2020-03-26,458.0
Colombia,95.0,2020-03-27,477.0
Colombia,95.0,2020-03-28,523.0
Colombia,95.0,2020-03-29,592.0
Colombia,95.0,2020-03-30,682.0
Colombia,67.0,2020-03-31,769.0
Colombia,,2020-04-01,859.0
Colombia,,2020-04-02,1009.0
Colombia,,2020-04-03,1087.0
Colombia,,2020-04-04,1187.0
Colombia,,2020-04-05,1289.0
Colombia,,2020-04-06,1362.0
Colombia,,2020-04-07,1445.0
Colombia,,2020-04-08,1630.0
Colombia,,2020-04-09,1876.0
Cameroon,,2020-03-06,2.0
Cameroon,,2020-03-07,2.0
Cameroon,,2020-03-08,2.0
Cameroon,,2020-03-09,2.0
Cameroon,,2020-03-10,2.0
Cameroon,,2020-03-11,2.0
Cameroon,,2020-03-12,2.0
Cameroon,,2020-03-13,2.0
Cameroon,,2020-03-14,2.0
Cameroon,,2020-03-15,4.0
Cameroon,,2020-03-16,5.0
Cameroon,,2020-03-17,10.0
Cameroon,,2020-03-18,10.0
Cameroon,,2020-03-19,13.0
Cameroon,,2020-03-20,13.0
Cameroon,,2020-03-21,25.0
Cameroon,,2020-03-22,38.0
Cameroon,,2020-03-23,38.0
Cameroon,,2020-03-24,54.0
Cameroon,,2020-03-25,63.0
Cameroon,,2020-03-26,72.0
Cameroon,,2020-03-27,72.0
Cameroon,,2020-03-28,87.0
Cameroon,,2020-03-29,87.0
Cameroon,,2020-03-30,128.0
Cameroon,,2020-03-31,128.0
Cameroon,,2020-04-01,182.0
Cameroon,,2020-04-02,217.0
Cameroon,,2020-04-03,289.0
Cameroon,,2020-04-04,484.0
Cameroon,,2020-04-05,529.0
Cameroon,,2020-04-06,624.0
Cameroon,,2020-04-07,632.0
Cameroon,,2020-04-08,616.0
Cameroon,,2020-04-09,660.0
Serbia,19.0,2020-03-06,1.0
Serbia,19.0,2020-03-07,1.0
Serbia,19.0,2020-03-08,1.0
Serbia,19.0,2020-03-09,2.0
Serbia,29.0,2020-03-10,5.0
Serbia,43.0,2020-03-11,12.0
Serbia,43.0,2020-03-12,24.0
Serbia,52.0,2020-03-13,35.0
Serbia,52.0,2020-03-14,46.0
Serbia,62.0,2020-03-15,47.0
Serbia,76.0,2020-03-16,56.0
Serbia,81.0,2020-03-17,71.0
Serbia,81.0,2020-03-18,71.0
Serbia,81.0,2020-03-19,88.0
Serbia,81.0,2020-03-20,102.0
Serbia,81.0,2020-03-21,132.0
Serbia,95.0,2020-03-22,168.0
Serbia,52.0,2020-03-23,218.0
Serbia,52.0,2020-03-24,243.0
Serbia,52.0,2020-03-25,285.0
Serbia,52.0,2020-03-26,365.0
Serbia,38.0,2020-03-27,435.0
Serbia,38.0,2020-03-28,478.0
Serbia,38.0,2020-03-29,607.0
Serbia,38.0,2020-03-30,686.0
Serbia,,2020-03-31,727.0
Serbia,,2020-04-01,835.0
Serbia,,2020-04-02,990.0
Serbia,,2020-04-03,1098.0
Serbia,,2020-04-04,1383.0
Serbia,,2020-04-05,1526.0
Serbia,,2020-04-06,1803.0
Serbia,,2020-04-07,2024.0
Serbia,,2020-04-08,2268.0
Serbia,,2020-04-09,2483.0
Togo,,2020-03-06,1.0
Togo,,2020-03-07,1.0
Togo,,2020-03-08,1.0
Togo,,2020-03-09,1.0
Togo,,2020-03-10,1.0
Togo,,2020-03-11,1.0
Togo,,2020-03-12,1.0
Togo,,2020-03-13,1.0
Togo,,2020-03-14,1.0
Togo,,2020-03-15,1.0
Togo,,2020-03-16,1.0
Togo,,2020-03-17,1.0
Togo,,2020-03-18,1.0
Togo,,2020-03-19,1.0
Togo,,2020-03-20,1.0
Togo,,2020-03-21,9.0
Togo,,2020-03-22,16.0
Togo,,2020-03-23,16.0
Togo,,2020-03-24,18.0
Togo,,2020-03-25,19.0
Togo,,2020-03-26,22.0
Togo,,2020-03-27,23.0
Togo,,2020-03-28,23.0
Togo,,2020-03-29,23.0
Togo,,2020-03-30,23.0
Togo,,2020-03-31,28.0
