,S,E,I,R,country,date,CountryCode,S1_School closing,S1_IsGeneral,S1_Notes,S2_Workplace closing,S2_IsGeneral,S2_Notes,S3_Cancel public events,S3_IsGeneral,S3_Notes,S4_Close public transport,S4_IsGeneral,S4_Notes,S5_Public information campaigns,S5_IsGeneral,S5_Notes,S6_Restrictions on internal movement,S6_IsGeneral,S6_Notes,S7_International travel controls,S7_Notes,S8_Fiscal measures,S8_Notes,S9_Monetary measures,S9_Notes,S10_Emergency investment in health care,S10_Notes,S11_Investment in Vaccines,S11_Notes,ConfirmedCases,ConfirmedDeaths,StringencyIndex,Unnamed: 34
662,5540720,108.0,268.0,10.0,finland,2020-03-16,FIN,0.0,,,1.0,1.0,,1.0,1.0,,0.0,,"No information on restricting public transport on the governmental website (https://valtioneuvosto.fi/en/article/-/asset_publisher/10616/hallitus-totesi-suomen-olevan-poikkeusoloissa-koronavirustilanteen-vuoksi) 

However, public transport is limited, for instance in Helsinki:
'Public transport is operating in the Helsinki region but services are reduced. We have implemented an enhanced cleaning regime of public transport vehicles' 
(https://www.hsl.fi/en/news/2020/public-transport-and-coronavirus-updated-26-march-19400)",1.0,1.0,"Information points at airports and ports on the 4th of March 2020. https://valtioneuvosto.fi/en/article/-/asset_publisher/1271139/lentoasemille-ja-satamiin-infopisteet-koronaviruksesta. 
Later on the 12th of March: Government statement: “The national advisory helpline service will be expanded to meet demand and the number of communications channels will be increased. The National Institute for Health and Welfare (THL) will send an information package on the coronavirus to all households in both official languages of Finland. The resources of the National Institute for Health and Welfare will be increased to ensure that expert work can be carried out and that adequate guidance and support can be offered to the public. A smartphone application providing coronavirus information to the public will also be introduced.” - https://valtioneuvosto.fi/en/artikkeli/-/asset_publisher/10616/hallitus-paatti-suosituksista-koronaviruksen-leviamisen-hillitsemiseksi",1.0,1.0,"-	Government statement: “The movement of people may be restricted in order to prevent a serious danger to life and health.”
-	Government statement: “The movement of people within Finland's borders is not prohibited, but the Government's policy is that people should try to minimise travel by restricting themselves to essential movements only”
-	https://valtioneuvosto.fi/en/artikkeli/-/asset_publisher/liikenne-ja-viestintaministerion-tietopaketti-koronavirus-ja-liikenne-ja-viestintajarjestelma 
-	Government statement: “The main rule is that every adult is responsible for complying with the restrictions on gatherings and the instructions on maintaining social distance at their own initiative. It is the responsibility of adults to ensure that children also comply with them. In order to slow down the spread of the coronavirus, people must avoid social interaction as much as possible. This must be done to protect people at risk and to avoid overwhelming the healthcare system.”
-	https://valtioneuvosto.fi/en/artikkeli/-/asset_publisher/10616/vastauksia-kysymyksiin-hallituksen-linjauksesta-kokoontumisten-rajoittamisesta-paasaantona-jokaisen-vastuu-noudattaa-omaehtoisesti-ohjeita
",0.0,,,,,,,,,,267.0,0.0,43.0,	
663,5540720,154.0,312.0,10.0,finland,2020-03-17,FIN,0.0,,,1.0,1.0,,1.0,1.0,,0.0,,"No information on restricting public transport on the governmental website (https://valtioneuvosto.fi/en/article/-/asset_publisher/10616/hallitus-totesi-suomen-olevan-poikkeusoloissa-koronavirustilanteen-vuoksi) 

However, public transport is limited, for instance in Helsinki:
'Public transport is operating in the Helsinki region but services are reduced. We have implemented an enhanced cleaning regime of public transport vehicles' 
(https://www.hsl.fi/en/news/2020/public-transport-and-coronavirus-updated-26-march-19400)",1.0,1.0,"Information points at airports and ports on the 4th of March 2020. https://valtioneuvosto.fi/en/article/-/asset_publisher/1271139/lentoasemille-ja-satamiin-infopisteet-koronaviruksesta. 
Later on the 12th of March: Government statement: “The national advisory helpline service will be expanded to meet demand and the number of communications channels will be increased. The National Institute for Health and Welfare (THL) will send an information package on the coronavirus to all households in both official languages of Finland. The resources of the National Institute for Health and Welfare will be increased to ensure that expert work can be carried out and that adequate guidance and support can be offered to the public. A smartphone application providing coronavirus information to the public will also be introduced.” - https://valtioneuvosto.fi/en/artikkeli/-/asset_publisher/10616/hallitus-paatti-suosituksista-koronaviruksen-leviamisen-hillitsemiseksi",1.0,1.0,,0.0,,,,,,,,,,272.0,0.0,43.0,	
664,5540720,215.0,312.0,10.0,finland,2020-03-18,FIN,2.0,1.0,"Information provided on government website: “The premises of schools, educational institutions, universities and universities of applied sciences as well as civic education and other liberal education institutes will be closed down, and contact teaching will be suspended. As an exception, however, pre-primary education organised in schools and contact teaching for grades 1–3 will continue for the children of parents working in sectors critical to the functioning of society. A further exception is that contact teaching will continue to be arranged for pupils who require it according to a decision on special-needs support; however, parents and guardians who are able to arrange childcare at home are still requested to do so.” 
(https://yle.fi/uutiset/osasto/news/finland_closes_schools_declares_state_of_emergency_over_coronavirus/11260062; https://valtioneuvosto.fi/en/article/-/asset_publisher/10616/hallitus-totesi-suomen-olevan-poikkeusoloissa-koronavirustilanteen-vuoksi) 
",1.0,1.0,,2.0,1.0,"Information on government website: “Public gatherings are limited to no more than ten persons, and it is recommend to avoid spending unnecessary time in public places.”
-	https://valtioneuvosto.fi/en/article/-/asset_publisher/10616/hallitus-totesi-suomen-olevan-poikkeusoloissa-koronavirustilanteen-vuoksi 
",0.0,,"No information on restricting public transport on the governmental website (https://valtioneuvosto.fi/en/article/-/asset_publisher/10616/hallitus-totesi-suomen-olevan-poikkeusoloissa-koronavirustilanteen-vuoksi) 

However, public transport is limited, for instance in Helsinki:
'Public transport is operating in the Helsinki region but services are reduced. We have implemented an enhanced cleaning regime of public transport vehicles' 
(https://www.hsl.fi/en/news/2020/public-transport-and-coronavirus-updated-26-march-19400)",1.0,1.0,"Information points at airports and ports on the 4th of March 2020. https://valtioneuvosto.fi/en/article/-/asset_publisher/1271139/lentoasemille-ja-satamiin-infopisteet-koronaviruksesta. 
Later on the 12th of March: Government statement: “The national advisory helpline service will be expanded to meet demand and the number of communications channels will be increased. The National Institute for Health and Welfare (THL) will send an information package on the coronavirus to all households in both official languages of Finland. The resources of the National Institute for Health and Welfare will be increased to ensure that expert work can be carried out and that adequate guidance and support can be offered to the public. A smartphone application providing coronavirus information to the public will also be introduced.” - https://valtioneuvosto.fi/en/artikkeli/-/asset_publisher/10616/hallitus-paatti-suosituksista-koronaviruksen-leviamisen-hillitsemiseksi",1.0,1.0,,0.0,,,,,,,,,,319.0,0.0,62.0,	
665,5540720,234.0,349.0,10.0,finland,2020-03-19,FIN,2.0,1.0,,1.0,1.0,,2.0,1.0,,0.0,,"No information on restricting public transport on the governmental website (https://valtioneuvosto.fi/en/article/-/asset_publisher/10616/hallitus-totesi-suomen-olevan-poikkeusoloissa-koronavirustilanteen-vuoksi) 

However, public transport is limited, for instance in Helsinki:
'Public transport is operating in the Helsinki region but services are reduced. We have implemented an enhanced cleaning regime of public transport vehicles' 
(https://www.hsl.fi/en/news/2020/public-transport-and-coronavirus-updated-26-march-19400)",1.0,1.0,"Information points at airports and ports on the 4th of March 2020. https://valtioneuvosto.fi/en/article/-/asset_publisher/1271139/lentoasemille-ja-satamiin-infopisteet-koronaviruksesta. 
Later on the 12th of March: Government statement: “The national advisory helpline service will be expanded to meet demand and the number of communications channels will be increased. The National Institute for Health and Welfare (THL) will send an information package on the coronavirus to all households in both official languages of Finland. The resources of the National Institute for Health and Welfare will be increased to ensure that expert work can be carried out and that adequate guidance and support can be offered to the public. A smartphone application providing coronavirus information to the public will also be introduced.” - https://valtioneuvosto.fi/en/artikkeli/-/asset_publisher/10616/hallitus-paatti-suosituksista-koronaviruksen-leviamisen-hillitsemiseksi",1.0,1.0,,2.0,"Government statement 'People must not travel abroad at all between 18 March and 13 April. This applies to travel by land, by sea and by air. A person returning to Finland from abroad should remain in quarantine-like conditions for 14 days. Finnish citizens and permanent residents in Finland are always allowed to return to Finland. Foreign travellers in Finland can leave the country.'
-	https://valtioneuvosto.fi/en/artikkeli/-/asset_publisher/liikenne-ja-viestintaministerion-tietopaketti-koronavirus-ja-liikenne-ja-viestintajarjestelma
-	https://valtioneuvosto.fi/en/artikkeli/-/asset_publisher/1410869/suomen-rajaliikennetta-aletaan-rajoittaa-elakkeella-olevia-rajavartijoita-ja-poliiseja-voidaan-kutsua-toihin 
",536507.0,"-	“The Ministry of Education and Culture has granted Taike EUR 500,000 in extraordinary funding. Taike had already announced that it was setting aside around EUR 100,000 for alleviating the coronavirus crisis. The Finnish Cultural Foundation will match the sum granted to Taike by the ministry, at EUR 500,000. The Jane and Aatos Erkko Foundation, the Saastamoinen Foundation, the Swedish Cultural Foundation in Finland and the Jenny and Antti Wihuri Foundation are each providing EUR 100,000 in emergency aid via Taike. This brings the total aid from the government and the foundations up to EUR 1.5 million.”
-	https://valtioneuvosto.fi/en/artikkeli/-/asset_publisher/1410845/saatioilta-ja-ministeriolta-yhteensa-miljoonien-hataapu-kulttuurikentan-ahdinkoon 
",,,,,,,369.0,0.0,71.0,	
666,5540720,268.0,390.0,10.0,finland,2020-03-20,FIN,2.0,1.0,,1.0,1.0,,2.0,1.0,,0.0,,"No information on restricting public transport on the governmental website (https://valtioneuvosto.fi/en/article/-/asset_publisher/10616/hallitus-totesi-suomen-olevan-poikkeusoloissa-koronavirustilanteen-vuoksi) 

However, public transport is limited, for instance in Helsinki:
'Public transport is operating in the Helsinki region but services are reduced. We have implemented an enhanced cleaning regime of public transport vehicles' 
(https://www.hsl.fi/en/news/2020/public-transport-and-coronavirus-updated-26-march-19400)",1.0,1.0,"Information points at airports and ports on the 4th of March 2020. https://valtioneuvosto.fi/en/article/-/asset_publisher/1271139/lentoasemille-ja-satamiin-infopisteet-koronaviruksesta. 
Later on the 12th of March: Government statement: “The national advisory helpline service will be expanded to meet demand and the number of communications channels will be increased. The National Institute for Health and Welfare (THL) will send an information package on the coronavirus to all households in both official languages of Finland. The resources of the National Institute for Health and Welfare will be increased to ensure that expert work can be carried out and that adequate guidance and support can be offered to the public. A smartphone application providing coronavirus information to the public will also be introduced.” - https://valtioneuvosto.fi/en/artikkeli/-/asset_publisher/10616/hallitus-paatti-suosituksista-koronaviruksen-leviamisen-hillitsemiseksi",1.0,1.0,,2.0,,,"-	The Government has agreed on a comprehensive package to safeguard jobs and livelihoods and ease the economic pressure on businesses. According to the Government’s estimate, the overall scale of the measures will be approximately EUR 15 billion. The first supplementary budget will safeguard the resources of the authorities and increase the appropriations allocated to companies. The scope of the supplementary budget will be around EUR 400 million. Further supplementary budgets will be introduced over the coming weeks.
-	https://valtioneuvosto.fi/en/article/-/asset_publisher/10616/hallitus-esittaa-laajoja-taloustoimia-koronavirusepidemian-haittojen-minimoimiseksi
",,,,,,,400.0,0.0,71.0,	
667,5540720,312.0,440.0,10.0,finland,2020-03-21,FIN,,,,,,,2.0,1.0,"Information on government website: “Public gatherings are limited to no more than ten persons, and it is recommend to avoid spending unnecessary time in public places.” - https://valtioneuvosto.fi/en/article/-/asset_publisher/10616/hallitus-totesi-suomen-olevan-poikkeusoloissa-koronavirustilanteen-vuoksi",0.0,,"No information on restricting public transport on the governmental website (https://valtioneuvosto.fi/en/article/-/asset_publisher/10616/hallitus-totesi-suomen-olevan-poikkeusoloissa-koronavirustilanteen-vuoksi) 

However, public transport is limited, for instance in Helsinki:
'Public transport is operating in the Helsinki region but services are reduced. We have implemented an enhanced cleaning regime of public transport vehicles' 
(https://www.hsl.fi/en/news/2020/public-transport-and-coronavirus-updated-26-march-19400)",1.0,1.0,"Information points at airports and ports on the 4th of March 2020. https://valtioneuvosto.fi/en/article/-/asset_publisher/1271139/lentoasemille-ja-satamiin-infopisteet-koronaviruksesta. 
Later on the 12th of March: Government statement: “The national advisory helpline service will be expanded to meet demand and the number of communications channels will be increased. The National Institute for Health and Welfare (THL) will send an information package on the coronavirus to all households in both official languages of Finland. The resources of the National Institute for Health and Welfare will be increased to ensure that expert work can be carried out and that adequate guidance and support can be offered to the public. A smartphone application providing coronavirus information to the public will also be introduced.” - https://valtioneuvosto.fi/en/artikkeli/-/asset_publisher/10616/hallitus-paatti-suosituksista-koronaviruksen-leviamisen-hillitsemiseksi",,,,,,,,,,,,,,450.0,0.0,,	
668,5540720,312.0,512.0,11.0,finland,2020-03-22,FIN,,,,,,,2.0,1.0,"Information on government website: “Public gatherings are limited to no more than ten persons, and it is recommend to avoid spending unnecessary time in public places.” - https://valtioneuvosto.fi/en/article/-/asset_publisher/10616/hallitus-totesi-suomen-olevan-poikkeusoloissa-koronavirustilanteen-vuoksi",0.0,,"No information on restricting public transport on the governmental website (https://valtioneuvosto.fi/en/article/-/asset_publisher/10616/hallitus-totesi-suomen-olevan-poikkeusoloissa-koronavirustilanteen-vuoksi) 

However, public transport is limited, for instance in Helsinki:
'Public transport is operating in the Helsinki region but services are reduced. We have implemented an enhanced cleaning regime of public transport vehicles' 
(https://www.hsl.fi/en/news/2020/public-transport-and-coronavirus-updated-26-march-19400)",1.0,1.0,"Information points at airports and ports on the 4th of March 2020. https://valtioneuvosto.fi/en/article/-/asset_publisher/1271139/lentoasemille-ja-satamiin-infopisteet-koronaviruksesta. 
Later on the 12th of March: Government statement: “The national advisory helpline service will be expanded to meet demand and the number of communications channels will be increased. The National Institute for Health and Welfare (THL) will send an information package on the coronavirus to all households in both official languages of Finland. The resources of the National Institute for Health and Welfare will be increased to ensure that expert work can be carried out and that adequate guidance and support can be offered to the public. A smartphone application providing coronavirus information to the public will also be introduced.” - https://valtioneuvosto.fi/en/artikkeli/-/asset_publisher/10616/hallitus-paatti-suosituksista-koronaviruksen-leviamisen-hillitsemiseksi",,,,,,,,,,,,,,521.0,1.0,,	
669,5540720,349.0,615.0,11.0,finland,2020-03-23,FIN,,,,,,,2.0,1.0,"Information on government website: “Public gatherings are limited to no more than ten persons, and it is recommend to avoid spending unnecessary time in public places.” - https://valtioneuvosto.fi/en/article/-/asset_publisher/10616/hallitus-totesi-suomen-olevan-poikkeusoloissa-koronavirustilanteen-vuoksi",0.0,,"No information on restricting public transport on the governmental website (https://valtioneuvosto.fi/en/article/-/asset_publisher/10616/hallitus-totesi-suomen-olevan-poikkeusoloissa-koronavirustilanteen-vuoksi) 

However, public transport is limited, for instance in Helsinki:
'Public transport is operating in the Helsinki region but services are reduced. We have implemented an enhanced cleaning regime of public transport vehicles' 
(https://www.hsl.fi/en/news/2020/public-transport-and-coronavirus-updated-26-march-19400)",1.0,1.0,"Information points at airports and ports on the 4th of March 2020. https://valtioneuvosto.fi/en/article/-/asset_publisher/1271139/lentoasemille-ja-satamiin-infopisteet-koronaviruksesta. 
Later on the 12th of March: Government statement: “The national advisory helpline service will be expanded to meet demand and the number of communications channels will be increased. The National Institute for Health and Welfare (THL) will send an information package on the coronavirus to all households in both official languages of Finland. The resources of the National Institute for Health and Welfare will be increased to ensure that expert work can be carried out and that adequate guidance and support can be offered to the public. A smartphone application providing coronavirus information to the public will also be introduced.” - https://valtioneuvosto.fi/en/artikkeli/-/asset_publisher/10616/hallitus-paatti-suosituksista-koronaviruksen-leviamisen-hillitsemiseksi",,,,,,,"-	The Government has agreed on a comprehensive package to safeguard jobs and livelihoods and ease the economic pressure on businesses. According to the Government’s estimate, the overall scale of the measures will be approximately EUR 15 billion. The first supplementary budget will safeguard the resources of the authorities and increase the appropriations allocated to companies. The scope of the supplementary budget will be around EUR 400 million. Further supplementary budgets will be introduced over the coming weeks.
-	https://valtioneuvosto.fi/en/article/-/asset_publisher/10616/hallitus-esittaa-laajoja-taloustoimia-koronavirusepidemian-haittojen-minimoimiseksi
",,,,,,,626.0,1.0,29.0,	
670,5540720,390.0,689.0,11.0,finland,2020-03-24,FIN,,,,,,,2.0,1.0,"Information on government website: “Public gatherings are limited to no more than ten persons, and it is recommend to avoid spending unnecessary time in public places.” - https://valtioneuvosto.fi/en/article/-/asset_publisher/10616/hallitus-totesi-suomen-olevan-poikkeusoloissa-koronavirustilanteen-vuoksi",0.0,,"No information on restricting public transport on the governmental website (https://valtioneuvosto.fi/en/article/-/asset_publisher/10616/hallitus-totesi-suomen-olevan-poikkeusoloissa-koronavirustilanteen-vuoksi) 

However, public transport is limited, for instance in Helsinki:
'Public transport is operating in the Helsinki region but services are reduced. We have implemented an enhanced cleaning regime of public transport vehicles' 
(https://www.hsl.fi/en/news/2020/public-transport-and-coronavirus-updated-26-march-19400)",1.0,1.0,"Information points at airports and ports on the 4th of March 2020. https://valtioneuvosto.fi/en/article/-/asset_publisher/1271139/lentoasemille-ja-satamiin-infopisteet-koronaviruksesta. 
Later on the 12th of March: Government statement: “The national advisory helpline service will be expanded to meet demand and the number of communications channels will be increased. The National Institute for Health and Welfare (THL) will send an information package on the coronavirus to all households in both official languages of Finland. The resources of the National Institute for Health and Welfare will be increased to ensure that expert work can be carried out and that adequate guidance and support can be offered to the public. A smartphone application providing coronavirus information to the public will also be introduced.” - https://valtioneuvosto.fi/en/artikkeli/-/asset_publisher/10616/hallitus-paatti-suosituksista-koronaviruksen-leviamisen-hillitsemiseksi",,,,,,,,,,,,,,700.0,1.0,,	
671,5540720,440.0,781.0,11.0,finland,2020-03-25,FIN,,,,,,,2.0,1.0,"Information on government website: “Public gatherings are limited to no more than ten persons, and it is recommend to avoid spending unnecessary time in public places.” - https://valtioneuvosto.fi/en/article/-/asset_publisher/10616/hallitus-totesi-suomen-olevan-poikkeusoloissa-koronavirustilanteen-vuoksi",0.0,,"No information on restricting public transport on the governmental website (https://valtioneuvosto.fi/en/article/-/asset_publisher/10616/hallitus-totesi-suomen-olevan-poikkeusoloissa-koronavirustilanteen-vuoksi) 

However, public transport is limited, for instance in Helsinki:
'Public transport is operating in the Helsinki region but services are reduced. We have implemented an enhanced cleaning regime of public transport vehicles' 
(https://www.hsl.fi/en/news/2020/public-transport-and-coronavirus-updated-26-march-19400)",1.0,1.0,"Information points at airports and ports on the 4th of March 2020. https://valtioneuvosto.fi/en/article/-/asset_publisher/1271139/lentoasemille-ja-satamiin-infopisteet-koronaviruksesta. 
Later on the 12th of March: Government statement: “The national advisory helpline service will be expanded to meet demand and the number of communications channels will be increased. The National Institute for Health and Welfare (THL) will send an information package on the coronavirus to all households in both official languages of Finland. The resources of the National Institute for Health and Welfare will be increased to ensure that expert work can be carried out and that adequate guidance and support can be offered to the public. A smartphone application providing coronavirus information to the public will also be introduced.” - https://valtioneuvosto.fi/en/artikkeli/-/asset_publisher/10616/hallitus-paatti-suosituksista-koronaviruksen-leviamisen-hillitsemiseksi",,,,,,,,,,,,,,792.0,1.0,,	
672,5540720,512.0,867.0,13.0,finland,2020-03-26,FIN,,,,,,,2.0,1.0,"Information on government website: “Public gatherings are limited to no more than ten persons, and it is recommend to avoid spending unnecessary time in public places.” - https://valtioneuvosto.fi/en/article/-/asset_publisher/10616/hallitus-totesi-suomen-olevan-poikkeusoloissa-koronavirustilanteen-vuoksi",0.0,,"No information on restricting public transport on the governmental website (https://valtioneuvosto.fi/en/article/-/asset_publisher/10616/hallitus-totesi-suomen-olevan-poikkeusoloissa-koronavirustilanteen-vuoksi) 

However, public transport is limited, for instance in Helsinki:
'Public transport is operating in the Helsinki region but services are reduced. We have implemented an enhanced cleaning regime of public transport vehicles' 
(https://www.hsl.fi/en/news/2020/public-transport-and-coronavirus-updated-26-march-19400)",1.0,1.0,"Information points at airports and ports on the 4th of March 2020. https://valtioneuvosto.fi/en/article/-/asset_publisher/1271139/lentoasemille-ja-satamiin-infopisteet-koronaviruksesta. 
Later on the 12th of March: Government statement: “The national advisory helpline service will be expanded to meet demand and the number of communications channels will be increased. The National Institute for Health and Welfare (THL) will send an information package on the coronavirus to all households in both official languages of Finland. The resources of the National Institute for Health and Welfare will be increased to ensure that expert work can be carried out and that adequate guidance and support can be offered to the public. A smartphone application providing coronavirus information to the public will also be introduced.” - https://valtioneuvosto.fi/en/artikkeli/-/asset_publisher/10616/hallitus-paatti-suosituksista-koronaviruksen-leviamisen-hillitsemiseksi",,,,,,,,,,,,,,880.0,3.0,,	
673,5540720,615.0,943.0,15.0,finland,2020-03-27,FIN,,,,,,,2.0,1.0,"Information on government website: “Public gatherings are limited to no more than ten persons, and it is recommend to avoid spending unnecessary time in public places.” - https://valtioneuvosto.fi/en/article/-/asset_publisher/10616/hallitus-totesi-suomen-olevan-poikkeusoloissa-koronavirustilanteen-vuoksi
",,,,1.0,1.0,"Information points at airports and ports on the 4th of March 2020. https://valtioneuvosto.fi/en/article/-/asset_publisher/1271139/lentoasemille-ja-satamiin-infopisteet-koronaviruksesta. 
Later on the 12th of March: Government statement: “The national advisory helpline service will be expanded to meet demand and the number of communications channels will be increased. The National Institute for Health and Welfare (THL) will send an information package on the coronavirus to all households in both official languages of Finland. The resources of the National Institute for Health and Welfare will be increased to ensure that expert work can be carried out and that adequate guidance and support can be offered to the public. A smartphone application providing coronavirus information to the public will also be introduced.” - https://valtioneuvosto.fi/en/artikkeli/-/asset_publisher/10616/hallitus-paatti-suosituksista-koronaviruksen-leviamisen-hillitsemiseksi",,,,,,,,,,,,,,958.0,4.0,,	
674,5540720,689.0,1024.0,17.0,finland,2020-03-28,FIN,,,,,,,2.0,1.0,"Information on government website: “Public gatherings are limited to no more than ten persons, and it is recommend to avoid spending unnecessary time in public places.” - https://valtioneuvosto.fi/en/article/-/asset_publisher/10616/hallitus-totesi-suomen-olevan-poikkeusoloissa-koronavirustilanteen-vuoksi
",,,,1.0,1.0,"Information points at airports and ports on the 4th of March 2020. https://valtioneuvosto.fi/en/article/-/asset_publisher/1271139/lentoasemille-ja-satamiin-infopisteet-koronaviruksesta. 
Later on the 12th of March: Government statement: “The national advisory helpline service will be expanded to meet demand and the number of communications channels will be increased. The National Institute for Health and Welfare (THL) will send an information package on the coronavirus to all households in both official languages of Finland. The resources of the National Institute for Health and Welfare will be increased to ensure that expert work can be carried out and that adequate guidance and support can be offered to the public. A smartphone application providing coronavirus information to the public will also be introduced.” - https://valtioneuvosto.fi/en/artikkeli/-/asset_publisher/10616/hallitus-paatti-suosituksista-koronaviruksen-leviamisen-hillitsemiseksi",,,,,,,,,,,,,,1025.0,7.0,,	
675,5540720,781.0,1148.0,19.0,finland,2020-03-29,FIN,,,,,,,2.0,1.0,"Information on government website: “Public gatherings are limited to no more than ten persons, and it is recommend to avoid spending unnecessary time in public places.” - https://valtioneuvosto.fi/en/article/-/asset_publisher/10616/hallitus-totesi-suomen-olevan-poikkeusoloissa-koronavirustilanteen-vuoksi
",,,,1.0,1.0,"Information points at airports and ports on the 4th of March 2020. https://valtioneuvosto.fi/en/article/-/asset_publisher/1271139/lentoasemille-ja-satamiin-infopisteet-koronaviruksesta. 
Later on the 12th of March: Government statement: “The national advisory helpline service will be expanded to meet demand and the number of communications channels will be increased. The National Institute for Health and Welfare (THL) will send an information package on the coronavirus to all households in both official languages of Finland. The resources of the National Institute for Health and Welfare will be increased to ensure that expert work can be carried out and that adequate guidance and support can be offered to the public. A smartphone application providing coronavirus information to the public will also be introduced.” - https://valtioneuvosto.fi/en/artikkeli/-/asset_publisher/10616/hallitus-paatti-suosituksista-koronaviruksen-leviamisen-hillitsemiseksi",,,,,,,,,,,,,,1218.0,9.0,,	
676,5540720,867.0,1219.0,21.0,finland,2020-03-30,FIN,,,,,,,,,,,,,1.0,1.0,"Information points at airports and ports on the 4th of March 2020. https://valtioneuvosto.fi/en/article/-/asset_publisher/1271139/lentoasemille-ja-satamiin-infopisteet-koronaviruksesta. 
Later on the 12th of March: Government statement: “The national advisory helpline service will be expanded to meet demand and the number of communications channels will be increased. The National Institute for Health and Welfare (THL) will send an information package on the coronavirus to all households in both official languages of Finland. The resources of the National Institute for Health and Welfare will be increased to ensure that expert work can be carried out and that adequate guidance and support can be offered to the public. A smartphone application providing coronavirus information to the public will also be introduced.” - https://valtioneuvosto.fi/en/artikkeli/-/asset_publisher/10616/hallitus-paatti-suosituksista-koronaviruksen-leviamisen-hillitsemiseksi",,,,,,,,,,,,,,1218.0,11.0,,	
677,5540720,943.0,1329.0,23.0,finland,2020-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
678,5540720,1024.0,1391.0,27.0,finland,2020-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
679,5540720,1148.0,1419.0,27.0,finland,2020-04-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
680,5540720,1219.0,1199.0,319.0,finland,2020-04-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
681,5540720,1329.0,1295.0,320.0,finland,2020-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682,5540720,1391.0,1557.0,325.0,finland,2020-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
683,5540720,1419.0,1599.0,328.0,finland,2020-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
684,649335,0.0,0.0,1.0,macao,2020-02-10,MAC,2.0,1.0,,2.0,1.0,,2.0,1.0,,,,,1.0,1.0,,1.0,1.0,,1.0,,,,,,,,,,,,71.0,	
685,649335,0.0,0.0,1.0,macao,2020-02-11,MAC,2.0,1.0,,2.0,1.0,,2.0,1.0,,,,,1.0,1.0,,1.0,1.0,,1.0,,,,,,,,,,,,71.0,	
686,649335,0.0,0.0,1.0,macao,2020-02-12,MAC,2.0,1.0,,2.0,1.0,,2.0,1.0,,,,,1.0,1.0,,1.0,1.0,,1.0,,,,,,,,,,,,71.0,	
687,649335,0.0,0.0,3.0,macao,2020-02-13,MAC,2.0,1.0,,2.0,1.0,,2.0,1.0,,,,,1.0,1.0,,1.0,1.0,,1.0,,,,,,,https://news.gov.mo/detail/en/N20BMQ4RQa?8,,,,,71.0,	
688,649335,0.0,0.0,3.0,macao,2020-02-14,MAC,2.0,1.0,,2.0,1.0,,2.0,1.0,https://news.gov.mo/detail/en/N20BNGVkZz,,,,1.0,1.0,,1.0,1.0,,1.0,,,,,,,,,,,,71.0,	
689,649335,0.0,0.0,3.0,macao,2020-02-15,MAC,2.0,1.0,,2.0,1.0,,2.0,1.0,,,,,1.0,1.0,,1.0,1.0,,1.0,,,,,,,,,,,,71.0,	
690,649335,0.0,0.0,5.0,macao,2020-02-16,MAC,2.0,1.0,,2.0,1.0,,2.0,1.0,,,,,1.0,1.0,,1.0,1.0,,1.0,,,,,,,,,,,,71.0,	
691,649335,0.0,0.0,5.0,macao,2020-02-17,MAC,2.0,1.0,,2.0,1.0,https://news.gov.mo/detail/en/G20BPNyAkp?9,2.0,1.0,,,,,1.0,1.0,,1.0,1.0,,2.0,"
Macao non-resident workers who have been to the mainland in the 14 days prior to their intended arrival in Macao, will only be permitted to enter Macao once they have completed a 14-day period of medical observation in certain places [https://news.gov.mo/detail/en/N20BQOl4io?10]",,,,,,,,,,,76.0,	
692,649335,0.0,0.0,5.0,macao,2020-02-18,MAC,2.0,1.0,,2.0,1.0,,2.0,1.0,,,,,1.0,1.0,,1.0,1.0,,2.0,,,,,,,,,,,,76.0,	
693,649335,0.0,0.0,5.0,macao,2020-02-19,MAC,2.0,1.0,,2.0,1.0,,2.0,1.0,,,,,1.0,1.0,,1.0,1.0,,2.0,,,,,,,,,,,,76.0,	
